Folder Name,Total Lines
32b7ffc2bbfd1ae055bdbe287f8598de731adce1,397208,1187203
330638b89f14e1fb06e9d313ccc9768ae167c53f,354778,1088861
332937997d03e0c173be6d9fc1841e9186e857df,327837,1090138
332d80ba8433aea41c3709fa52737ede4405072b,150487,507981
3346b78a8a872286a245d1e77ef4718fc5e6be1a,360634,1105246
335c9c94acf263901fb023404408880245b0c4b4,366232,1118522
33610201dc7a69859b05381845ae1a11be8f9136,124297,406611
3393a4f22350e5df7aa8d3c7904e26e81428d2cd,329320,1096392
33a0599711d26dc2b79f851c6daed4947df7c167,324977,1079154
33a1f1690e7a7007633f59b6bee32017f4229864,376234,1317013
33b47e4bd60e2302e42616141e76285038b724d6,701787,3226692
33c365781abbcc1b21a31b31d95d344a174df0d5,371257,1125280
33e01913477c9ad7c652cdce1eba6da83ee0ee37,691947,3200196
3407cbc42f0e70595813e2b1816d432591558921,323818,1075229
340b2459031feb421d678c3c75865c3b11c07938,16065,59159
3419079fb0d1f0eecd845eff0d12b367d34cd5e9,141521,491348
3449cecacb1938d47ce2eb628a812e4ecf6702f1,694097,3207709
34d1905712d33e72c76b3a55a4fc24abbd11be6c,388978,1165473
34d6d3bc8d24b5213d0978e6c4d839340aaafbcd,124781,407753
34d79ea59b3ba25820dfe7fc9782e9014826e8b0,416627,1509580
34d83416b3e0223b4e8abaa582416812719b81da,459501,1822476
34e2148fc725e7200050f74130d7523e3cd8507a,455703,1249835
34ec52269ade54af31a021b12969913129571a3f,355109,1089735
34f35793302571811dc0a38b4b648dff28bc31f6,141422,491037
350123f38c2b6217c38d70bfbd924a9ba3df1289,360559,1105299
3546ac7ed78e1780c1a76929864bb33330055740,514173,2673828
356a73cd676e0c3f1a1c3057a6895db0d82a1be7,602814,2929970
358150c30ee77c4b38dd63125d42d071304baf48,70573,193881
35b03788b0607c1f8d2b64e4fa9e1669b0907ea4,377771,1140881
35df3e68d57fcd62a60b2a8568b09fa3674f36a8,74796,208689
35f89d199c94ebc72b06d5c44077401aa2eae47f,368657,1118058
360290c4c401e386db60723ddb0109ed499c9f6e,444612,1761088
361bb8f786f112ee275be136795c0b1ecefff928,402458,1199946
36300ef336e3f130a0dadc1143163ff3d23dc843,352007,1081566
36367765fe780f962bba861bf368a765380bbc68,124776,407737
36453b95b13079296776d11b09cab2567ea3e703,20929,74989
365c1b2071b4020cdce1cb81da1cba43a004e370,246559,905123
3699ff34d6e2d6d649ee0ced5dc3c74936449d67,326035,1085434
36a36f87dd3ac94593d8de186efd3532c77f5191,679774,2639112
36bc47069ce071e80c8129500de3b8664d2058a7,381385,1149843
36db4dd937ae11c5b687c5d2e5fa3c27e4140001,372702,1128162
36fa071d6ebd18a61c4d7f1b5c9d17106134bd44,391741,1173152
370628673b98ada302c3930865c4bfde2d8ed5a1,367703,1122066
371ddade1e4e28827fd45e041c9410f8b4f01067,352322,1082309
3733590d86a7f2c2a95cd9940a34aa7df5f5a3d2,55038,177107
3733ae895780f17430924f1e20ee320556c62d05,389588,1167237
373c6c409c310cb61e1e9c9aff4adba379ffd0b4,333001,1035177
37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,97962,319478
379bf1a2d41494360d86bc3cf8adc482abca5d63,363611,1112742
37ac3fd1252e4d333bf7bc7dad2010def6d6d0b0,255951,936838
37b0e66c871e8fb032a9c7086b2a1d5419838154,245145,895553
37c5b8c07be104fd5288cd87f101e48cb7a40298,461348,1262925
37e8367c359cd115f109d82f99ff32be219f4928,392642,1175511
3832210580d516365ddae1a62071001faf94d416,390861,1489318
3857a08bdb05e30f90f56a7dd0d505ad19f4c403,367929,1122723
38a21f2d9ed4f556af934498ec6a242f6a20418a,372545,1127801
38b233c605489d6e64738b2da99248f677f4a29f,532214,2732801
3921b1c6d24c9d5a60e5f5f83c9a394104089c21,395827,1183478
3930ec1bf275d17f1c36cd38b38114177b1d1565,364020,1113545
394748d584d1cd5c361a6a4c7b70d7b8a8cd3ef0,328580,1092284
3960ea3ba08f81d211899827612550f6ac2de804,114861,375488
397c1703e8ae6349d33f7b99f45b2ccaf581e666,102833,293047
398783521383e7f0d9897da679e8c12061024f30,76090,212724
398afba084679f1055926f6f91bd33fe124a92c5,353387,1085096
39c997ee9dc772838ec8e671e9820fb0a070e060,326656,1085267
39d0fdd9096f7dceccbc8f82e1eda7dd64717a8e,9958,32026
39d1e45227e060746ed461fddde80fa2b6cf0dcd,465382,1271623
39de9a2698ad4bb90681c0fdb70b30a78233145f,758751,3450865
39f83765e12b0e5d260b7939fc3fe281d879b279,462711,1264534
39fe1d243440277a01d15fabc58dd36fc8c12f65,592410,2893666
3a0a6556c59a7b31586dd97b43101f8dbfd2ef63,152142,514729
3a0cd2d8cd7b459cdc1e1b97a14f3040ccc1fffc,391726,1492574
3a4a815c41badd1a6bac958aa18ddeb0c16cd202,59653,156104
3a5a91c0fa0761555aed2cb03270e2bb63b400fb,80533,226876
3a668ea6ff24b0c8f00498c3144c63bac561d925,61219,159688
3a6f08e4a1155e5098c3bec2d779cb3e654a1b11,76564,211051
3a6fa1d962ad9bd5678290bc22dd35bff13eb1f5,377655,1140614
3a771edb034c81957c0975ca06f0e0d51ab3741b,459371,1821874
3a884c5ee507f735e2df384727340c72c5219a8e,246005,901869
3a9f192b131f7a9b0fe5783c684b23015fa67cc8,379045,1144130
3aa75c8d00a4a2d4acf10d80f76b937cadb666b7,136344,457496
3ac1464b8840d5f8b618a654f9fbf09c452fe969,717079,3280981
3ad1e5e7d1a5fa38e94124e8afc441764a95cdd9,121933,397695
3aefc834dce72e850bff48689bea3c7dff5f3fad,245880,898339
3b35104c93cb53f67fb5f52ae2fece76ef7144da,245861,898389
3b448815e21b117d34fe63007b8ef63ee084fefb,396243,1512079
3b4728310a7a64f8fcc548163b0aa5f98a5c78f5,465846,1272772
3b5a8ee46be7fd00d7ea9093d1941cb6c3be191c,91645,299761
3b5abf76597ce6aff76192869f92647c1b5259e7,226549,830709
3b62d8c83e3e48d2ed61cfa32a61c56d9e030293,468046,1283381
3b96442d2d72d3fe3243788372898898bad72280,751871,3420791
3bc4240d979812bd11365ede04c028ea13fdc8c6,371547,1125815
3c017dcdee6b9f4b7f5e46b3b0ba2cebced4d4dc,147353,498985
3c1534944cbd34e8a41bc9e76818018fadefc9a1,78400,219873
3c5eca2ded3dd2b59ebaf23eb289453b5d2930f0,102018,290206
3c88e520da24ae6f736929a750876e7654accc3d,16713,61239
3c8ce0f4f6fd287bcd1bc3783d51d4ce5a6bc55d,127548,422546
3cbc459caa010f9b5042d3fa312b66c9b2b6c403,83470,273489
3cd3bebe8921e14b911b36b2a1cbceef8fb6294e,361296,1106706
3cedd79e6c121910220f8e6df77c54a0b344ea94,298024,1140999
3d0e2ec4dcb7653f7fac039cc585ae81dc7251c2,587021,2871970
3d16496037fbb8a6bbc6b6e354fa4f5eb65e6cea,375500,1134807
3d25662550aba00d6e2e43d3ff76dce958079368,125908,411053
3d8a56298c71a67dedb0472f94e3746d04ddd117,629473,3029070
3d997697fdd166eff428ea9fd35734b6a8ba113e,238008,867863
3dab1c4fcc2e34aff69e2c2361620e982820fce4,230749,850972
3dbf46654c4017bf1336b32e76f0efa32fad07ca,451499,1239763
3dca8738cbbbb5674f795169e5ea25e2002f2d71,355480,1090559
3dd06a46750d174f821df5377996f493f1af4ebb,336080,1124604
3dff1b98a78f28c953ae2140b69356b8391e399c,663999,3101724
3e5469eda719956c076ae8e685ec1183bfd98569,224887,828980
3e5b349535f011a51dc308898924786143000631,363547,1112589
3ea1ec84cc610f7a9f4f6b354e264565254923ff,148962,504074
3eacf948e0f95ef957862568d87ce082f378e186,242976,890804
3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,324551,1077967
3eb69be879063de4803f7f0152b83738a1c95ca4,17531,63916
3eb98743dcaa0b7abd2d5832cba8cc9cb586a964,384180,1154961
3ed7590ed411bd93b26098faab4f23619cdb2267,148864,502773
3f0049ffc51e4c709256cf174c435f741370148d,75393,250894
3f140dde51c0fe6c350acb7727bbe489a99f0632,383245,1153011
3f2821af6bc48fa8e7970c1ce27bc54c3172545e,375854,1135877
3f560cd67239f75840cc7a439ab54d8509c855f6,150242,507456
3f8c8c2377cb8e0daaf8073e8d03ac7d87580813,736152,3358900
3f935daa5634c765345bf99df9d85b3d31def1ec,530561,2726127
3fb7c12158a2402f0f80824f6778112071235803,364288,1114147
3fe0c609cf6d50e45e1246492ebac02660561177,466349,1274066
3fe5d0128b86438b38c5a4a27371aa7fdf91cb3d,364360,1114246
3fec16e8acf0724b061a9e3cce25da898052bc9b,388797,1164972
3fec3bf90bef36b26efe5e47a92bf5a8041a207b,463293,1267229
3ff4717b6aef6086e78f01cdfa06f64ae23aed7e,750831,3417054
402ae37873974afa5093e6d6149175a118979cd9,398073,1189153
404cf0c872880f2aac8214bb490b26c9a659548e,60516,157877
4050f2df9d618d4deb4ce28ccea69ede65b45005,138568,484080
40c5a9d9f2a37631812395ecf356f5c957f092b9,58787,152710
40cc2ffd7887959157aaf469e09585ec2be7f528,78315,220182
40d3cec22dff8d242384fab02e446932c92ae220,393996,1178760
40f2c832ff3ce2d908b0d8bace3e1f6698eed712,150885,509429
41019e48bbf082c985e6ba3bad34d118b903bff1,458542,1256292
41065cfed56d5408dd8f267b9e70089471a7f1be,375912,1136064
4142739af1cda53581af4169dbe16d6cd5e26948,469961,1287870
4143356c3c51831300789e4fdf795d83716dbab6,234755,863434
41490b75f3621408e0468b0e7b6dc409601fc6ff,602018,2927784
415f50298f97fb17f841a9df38d995ccf347dfcc,384138,1154820
419a78300f7cd27611196e1e464d50fd0385ff27,362925,1111767
41d211c24a6781843b174379d6d6538f5c17adb9,70664,194197
41e6b2a3c5e723256506b9ff49437d52a1f3bf43,387506,1161981
41ebe60728a15aa273f4d70de92f5246a89c3d4e,367001,1120293
41fef6f1352be994cd90056d47440fe9aa4c068f,136920,459235
42136729bb7252803b0b52a8326a33d6e9b1e06a,510693,2659995
421622548060499881df9966b7a352bce63901cd,364436,1107662
4223633b0d64c75fef1230f66cfb1d50fb5a8d04,245971,902958
422685d0bdc110547535036c1ff398b5e1c44145,70739,194452
4236b571cb2f0b741c40788d471d3aa553421e7b,327649,1071350
4237050684427db45ea834fe89d9e11c0520201e,364706,1108355
429d089d0a8fbd400e0c010708df4f0d16218970,383878,1154359
42c08ee46539ef44f8658ebb1cbefb408e0d03fe,370577,1123814
42d235924efa64987a19e945035c85414c53d4f0,369353,1294948
42e8cf47c7ee2db238bf91197ea398126c546741,384984,1156260
430c1bf1fcc690f0431e6fc87b481b7b43776594,39928,126933
430fb1db88843300fb4baae3edc499bbfe073b0c,332885,1110379
43133c56d47bbc60e51a7f40433116b826eb18b7,72809,199351
43477edc91a8f49de1e9d96117f9cc6d087e71d9,15798,57833
434f9e8929942afc2380eab52a07e77d30cc7885,127855,423643
437196da9a386bd4cc62b0ce3f2de4aba468613d,371188,1125070
4372233ebf9acef606f3d2f7be4d6ba73b168084,385131,1156192
43ce7895bb5b61d4fab2f9cc7d07016cf105f18e,390460,1487392
43ee5806e9c6f7d58c12c1cb9287b3c61abe489d,390439,1487706
44077985f58be02214a11ffde35776fed3c960e1,360463,1104852
441103a04d1d167dc870eaaf90e3fba974f67c93,454895,1247886
444b6da7cc229a58a2c476a52e45233001dc7073,461908,1264167
44588dbb8c7ab833a8acb0cad94e395db82685e5,750898,3415608
44664d9f625a1c68bc492006cfe1012cb0b49ee4,662388,3095317
447980e72ac01da1594dd3373a03ba40b7ee6f80,368578,1117842
44ad84a4332dfb89e810106fef2616a0bc7e47e4,86147,247196
44c24bf02835323d5418512ebe8e76166739ebf8,458803,1256882
450d2646233c670654744d3d24330b69895bb9d2,58815,152790
453967477e3ddae704cd739eac2449c0e13d464c,378520,1142939
45814af6197cfd8f4dc72ee43b90ecde305a1d5a,386947,1160437
45bef6706ae7436b5c2c503018b21ff70b2e6728,385345,1156640
45c0a114e2b7b27b83c9618bc05b36afac82183c,128424,425310
45d4e5f7fe1ac8bcdfa425bbac722481d2ec183f,721943,3298064
45ecd9acca9b36093e274f47b6877a5f79108d9e,465623,1272261
460073b2d9122e276d42c2775bad858e337a51f1,321374,1065356
461b740db6ae3d3ab1c5d975b657307f5c630fcb,18361,66905
464a4c0c59277056b5d3c1132ac1b4c6085aee08,382277,1151029
4652f1f0aa459a7b980441d629648707c32e36bf,372583,1127900
46591d28d9fbbfc184aaf4075d330b1c8f070627,96449,314721
466920f6d726eee90d5566e0a9948e92b33a122e,385384,1156725
4689b195d8539ef04fd0c30423037a5f4932a20f,110485,315032
4689ec6de1241077552458ed38927c0e713bb85d,124303,406636
46921d2880a7b3d81b92e5ae7b147e955ef78b71,673981,3133075
46e3e96e5a6a16f340320585299ed577e1bf882d,439256,1738165
474cc420bf6bc1067e2aaa4b40cf6a08d62096f7,387482,1161910
475cffd1d64c690cdad16ede4d5e81985738ceb4,397498,1188110
4787fd64a4ca0dba5528b5651bddd254102fe9f3,66219,176710
479939f8c65c8c2908bbedc959549a257a7c0b0b,451041,1785974
47b483ae037e35c25e84b5b697303f2dd79a0e4e,78707,218377
48290fa14accd3ac87768d3f73d69493b82b0be6,117189,385220
48378c4b11c5c2672ff91396d4284743165b4fbe,97960,319381
487b8436c6e8dc596db4b8d4d06e9145105a2ac2,148001,501044
4884a87e022056eda10534c13d74e49b8cdda632,397556,1187985
48b6108e50abb1b1f8143721bad8bd7e0be4cc89,464200,1269645
48c17807a99f7a4341c74db19e16a37b010827c2,351686,1080590
48c9393649be16f163799f8092c063aedc90b33f,457422,1814104
48f3303bfc0be26136b98e9aa95dc3b3f916daff,232246,855779
493d608e39d32a67173c23a7bbc47d6bfedcef61,327867,1089830
495e749818bbcd55dc0d9ee7101cb36646e4277a,592352,2893257
4964b468c83c06971eb743fbc57cc404f760c573,74482,207802
496b6c16e8e482c2a2e096ede3756ede0c2c415f,649263,3047634
496e776108957d8c049cbef49522cef4c1955e2f,437293,1730415
49830025c992fbc8d8f213e7c16dba1391c6adf2,468441,1284102
4989a9503753a92089f39e154a2bb5d160b5d276,230858,851404
49a937e974190b4ab20c7506052ce8a67c129da1,364456,1278507
49ae7ce50a874f8a04cd910882fb9571ff3a0d7a,370577,1123798
49b470b9187b6be60e573fed08c8f4a87f133750,457087,1253211
4a2fdce62b73944030cff9b3e52862868ca9584d,59467,155472
4a6264db68b28a2e65efdecc459233911c9aee95,237536,866061
4a7075aa8841789eab30578f56bc48d8e6dc6042,245023,898626
4a72da71001f154ea60906a2f74898d32b7322a7,471978,1292788
4a735bb4f38f7534f11c6634ab1cc36a8d57885e,655787,3069216
4a80d0f22021bb0af842f038eba45958e9576bec,387831,1162762
4a9bdbc72dcf35172fd2279ca995ab24353f6edf,621335,2999591
4a9e015fc6b87fc54c7a01f94d65bcf602fefeaa,124751,407485
4a9e54962a29c12a8b103d75f838e0e795a6974d,54168,174277
4aded39b5663d943f6a4809abacfa9cae3d7fb6a,243617,893290
4af4487cfd254af747670a2324b6f24ae0a55a66,526806,2715132
4afaeb14c293725d7b2530788083fce1c120ff65,471916,1292650
4b146e0c83891fc67a422aa22f846bb7654c4d38,364509,1107850
4b32d039dbb59b3c3e76587df5c58150e752d9ac,356697,1094089
4b452338f914d4f6b54704222d70ae8a746e3db5,148506,501494
4b45b6c8e4d7c9701a332e80d3b1c84209dc36e2,355272,1090094
4b6273b87442a4437d8b3873ea3022ae163f4fdf,244846,898330
4b73e81df60db3a5e3706124185a3d37a363f7e7,94811,267454
4bb9d9c6df77137f05e85c7cc6508fe7a93dc0e4,109461,355584
4bceb312f1b99d36a25f2985b5606e98b6f0d8cd,16160,59445
4bd88be61fdf4185b9c198f7e689a40041e392ee,393871,1500640
4bdae2e004b29d075f96a7dbbee918f7dfb13ed1,332893,1111234
4bdfba0d9fc5e3e69ced9d6e56f2efb28e9f9668,658782,3080873
4bfe8c0eec835b8eaffcda7dc1e3b203751a790a,399986,1193889
4c086d7da4c5cf23935a5340dbb9a8d6835cf7cc,352257,1082148
4c1b401e8250f9f520b3c7dc369554477ce8b15a,365366,1116544
4c288bc97ea371817199908d0d9b12de9dae327e,17054,52036
4c76ffc2d6c77c850b4bef8d9acc197d11c47937,450054,1235923
4c8a8590be682e74ec91ab217c646baa4686a255,443385,1755908
4c8c36d6e67d2a82bdd57d30837490cf59ea7b99,583674,2857724
4c91c038b220d07bbdfe0c1680af42fe897f342c,125030,408041
4ca6ee4a5068f60fde2a70ed6e9f15bdfc2ce396,251985,925132
4cce1d13cfe9d8e56921c5fa8c61e3034dc8e20c,382280,1151062
4cd0fde277f657560bf5c4453d3b645094d2c747,71510,197201
4d90277c49633705148793ab02b28353c8a59b48,123202,401756
4da0b64558e9551a11a99bccc63557ba34f50c58,519428,2694667
4db04923a754b6a2defa1b172f55d492b85d165e,361881,1269150
4dcbe6eb2de38a856dae39928692e46fbcf5c475,352087,1081802
4de404d46d24805ff48ad255ec3169a5155986f0,239986,876762
4dee1629901f5e5c2aefc274da42483e16770e50,116386,363131
4e4db426c5b0a18d1fd4dac6fc1342ab7762b288,380791,1148410
4e4eda6d6c8a5867dafd2ba9167ad8c064bb644a,465643,1272263
4e8121e8e42a24acc3565851c9ef50ca8322b15c,394657,1180487
4e89ba707714e3b58a46c2ed9e220cff8b7f1e6a,19097,69545
4e8bca2f2ffd6e3f1a4de4403de9e4600497fc61,125779,410699
4ec6cbe341fd84468c448e20082c778043bbea4b,146259,495726
4ef107e34f752d51fa2cadff30fdd6fd718b026e,366787,1119716
4f284115a9181990f713d5167b25628fa171a5e4,458600,1256322
4f3f36c396b52f8398bc4734ff0c00c57cf1fed1,83286,234238
4f41286b22a05d5d75f456f1e574d8c115bab5d4,586483,2869955
4f56fad7b7f5c71ffa734fd6a7a53b399a728f41,146836,497455
4f6a51dfe6a4a8d5ed61c73b902e808109f142b0,470136,1288236
4f8c7fd9d91b35e2c2922de4bb50c8c8066cbbc6,399880,1193685
4fc9f31af6c5659c3a59b66a387894c12203c946,303400,1161393
4fd3044ca0135da903a70dfb66992293f529ecf1,401707,1198475
4fe3774c729f3fd5105b3001fe69a70bdca95ac3,394303,1179577
4ff500f2948bfc332b3f4159021cad06e91943d3,398188,1189361
505fec6badba0622bbf97bb659188c3d62a9bc58,365921,1111193
509d9da26fb92a8d566ec105ff40bb024803ceaa,381285,1149699
50c3ac6fa9b7c8a94a6d1dc87edf775e3bc4d575,382055,1150472
50d2d289e150cb429de15770bdd48a723de8c45d,139187,483827
50d8a102f0735da8e165a0369bbb994c7d0592a6,517192,2686517
50ea159bfd0872635ebf4281e741f3c87f0bef6b,129912,431330
511dfb336fc271e538f714b7a9bdb0b375924b53,333570,1035669
51407623e4f491f00e3b465626dd5c4b55860bd0,231296,849221
514579c655bf22e2af14f0743376ae1d7befe345,765539,3479903
514c16e85f7ac2512235f3b6413646627420e969,398566,1190273
514efa3129792ec2abb2444f3e7aeb3f21a38386,358475,1099170
515286e02be3e4c0ff2ef4addb34a53c4a676ee4,55272,177934
5155b7641fa389e10aeb5cfebcbefba02cb9221c,449800,1781678
5158ecf2cb5b926f0f6421aab7b0279280305554,610545,2960181
516fa83e69caf1e68306cfc912a13f36c434d51c,666205,3109548
51c9bb7cd16081133af4f0ab6d06572660309730,463764,1267707
51d37d1be95547059251076b3fadaa317750aab3,135354,453659
51ef2a66c4e0896eab7d2b03e3dfb3963e338e3c,95062,310608
5220ca8d8a109721378e8d4c7f32e342c3a83af6,365981,1111339
5250b2442501e6c671c6b380536f1edb352602d1,432593,1587678
52641f02c78331a274ec79b6b2ccf78c38a3c6ce,619012,2991403
526aede6a762ac6646211057d00a13304fb115b6,226635,831066
5296ed18272a856d478fbbb3d3253205508d1c2d,92877,303877
52aaf8269235d4965022b8ec970243bdcb59c9a7,228439,842653
52d1c242e8b41c7b8279f1cc851bb48347dc8eeb,307503,1178010
52e9cc5add6ffe6398fed529f5f110f0961ad28a,244938,898279
530dfc9631b2135412a048b5ec7cf01d155b6067,363258,1273842
533b4ac7d6f2a1a20f08c3a595a2580a9742d944,145834,494472
537d422942b53bc0a2b6a51968f379c0de07793c,365909,1111198
53d8646f799de7f92ab9defe9dc56c6125448102,365187,1116174
53e0d95cb10cba5827751657e487f792afd94329,363314,1274131
53fc684467088cdf0acccb6ad770cbde97e32268,517601,2687815
542a1758e517c3b5e95e480dcd49b9b24a01f191,668405,3118506
546e10799fe55b3e59dea8fa6b3a6d6e71843d33,717732,3283176
5495ea3ae0a64f61ae15f44970ea91ed7ce17a38,360580,1105353
549d6ffeb6d626b023acc40c3bb2093b4b25b3d6,470411,1289025
54b105b27dea498e702cfddfb27b7f82abe65e56,319670,1061156
54bbf200ff88b7855db4e34153ba728b472b3727,325156,1079711
54cab15bdacfaa05a88fbc5502a5b322d99f148e,53241,171084
54d5a63d1485110015665ece1065982407394517,81908,229856
553b5fb8f84ba05c8397f26dd079deece2b05029,234860,863746
556fa4bbba5ba86bc1646a86fb11ab55405d4aa4,381465,1149969
5573a54d409bb98b5c5acdb308310bed02d392c2,363696,1112915
557b0d29cdeae9703576f4bb0eb73dd997a1e4a4,54354,174843
558f111d6f112fde91431be9f222e9359d4291ae,332864,1111039
55a98ab7e3b10966f6d00c3562f3a99896797964,245251,899793
55af30d981ea2f72346ff93602f0b3b740cfe8d6,368684,1292093
55b68de643b5c2d5f0a8ea7587ab3b2966021ccc,356776,1094297
55bcbd8d172b689811fae17cde2f09218dd74e9c,464087,1268364
55bf5d93e5674f13a1134d93a11fd0cd11aabcd1,245790,900314
55fc097833ee1e0efc689ddc85bd2af2e77f4af7,142116,493037
562898034f65e17bcdd2d951ac5236a1ec8ea690,387563,1162092
562e3bc09aa094a2ebbd3890fa233d04daafa8c9,454279,1246152
5637933268af9a7fbf69d162d686a9929903ff47,366919,1119997
563936b969dfc29ade7d48f1a802d5f6f6348f4c,125312,408957
56772395bb945099a6d5331501c179dd2831fa1c,140287,487053
567ff22716ac258b9edd2c1711d766b440ac0b11,123201,401772
56bf819c2f4eaf8b36bd8c42c06bb59d5a3bfc0f,67499,180857
5708327c3769262b845730996ca2784245ada4d1,364178,1113889
571ab44e8a8936014c22e7eebe4948d9611fd7ce,353787,1086210
571b55328d401a6e1d50e37407df56586065a7be,125057,408780
57379b832b25bf22ef5e5ab6c8ee3fa0e863f48d,532250,2732968
57726672b52421aca17123cc313136a340344d0d,238090,869432
577f2338f16bea055abc49c5a43fa3ecb05dffc8,383839,1154279
5793ebb2201bf778f08ac1d4cd0b8dd674c96053,329664,1097838
57ed10c68057c96491acbd3e62254ccfaf9e3861,149954,506701
57f2b935b34d148c3c0d906fc8256765004b7b77,465925,1272963
580a4341cb0b4cbfc215a70afc004875a7e815f4,378961,1143963
580e644f24f1c5ae5b94784fb73a9953a178fd26,360931,1105765
5813bdbae2c5c62cb23541d082a812c070f66468,449261,1779249
5815bd58667da900814d8780d2a5ebfb976c08b1,232018,855166
5824415f287a1842e47b75241ca4929efd0fbc7b,729849,3331734
58598660a3f6ab3d918781c4988c2e4b2bdd9297,766455,3484106
586a43201d0357e92e8c93548d69a9f42bf548f4,688017,3185258
586f4318ffcdfbd9a1093f35ad43e81983740b66,374547,1314307
586fcffaae03e40f851c5bc854de290b89bae18e,318770,1057433
5893cfcd90249a16d70bb829c23a78b690033c74,17131,62600
58ab594aa4315e75281569902e29c8c69834151f,129748,430205
58c1acb1d6054dfec29d0f30b1033bae6ef62aec,362894,1111143
58c4f370c7395d9d4e202ba83623768abcc3ac24,96514,272568
58e6a09db49f34886ff13f3b7520dd0bcd7063cd,59759,156346
58e78209c8577b9890e957b624466e5beed7eb08,647338,3034418
58fa28e3e5e7be677f3bf0a95e4d1010f46e42d0,230934,847787
590957a0eb9a87a6f2bd3463226b0a7f1405d817,364879,1108835
5936ae356ce3385cb393384928ca9c6783f18bd8,241488,885382
596dfba841a2e8c570ab8a916398140f15efd9f5,150836,509283
59841170ba1785ada10a2915b0b60efdb046ee39,385256,1156889
59942a66ceb79868cb91844df3a72a24c63e39fa,392929,1176256
5997e30a33f92e6b4b4d351e835feb7379a0e31d,587161,2872449
599f3e2cda50ab084915ffd08edb5ad6cad61415,468544,1284312
59ab3fd0e9e606d7f0f7ca26609c06ee679ece97,452195,1241380
59f04d6b8f6c7c7a1039185bd2c5653ea91f7ff7,355105,1089581
5a3d7cf46205f42303a5f429c388cb507ef5d630,374982,1133569
5a4d7285bd10bd40d9f7e574a7c421eb21094858,364754,1115200
5a68f024987e6d16c2626a31bf653a2edddea579,364900,1115545
5a87d37835693ccc6579938d4948cf91a974a23b,329948,1098886
5a8e8f80bb82a867eab7e4d9d099f21d0a976d22,390139,1168658
5aa2d0beca53988e054d496c6dcfa2199a405fb8,397854,1518604
5adc109b72ce42f6938191c7ad027a4913eaba1d,126105,411702
5aee26d0a52c237c5b4fafcb843e392907ab45b3,332095,1108153
5af17babb0f895cf129fdeee92548d2ac12e78e2,370820,1124110
5b618f239ceb884c9380cf42361c7cc69bf1e208,387680,1162416
5b85655c84fb2e149a548374d7259230577b6181,332166,1109101
5b884d45ac5b76234eca614d90c83b347294c332,365399,1110001
5b92c4497fcc6f1df4aac23b9c001ff323ffb421,666283,3109970
5bec4662a7dd4330eca6412c477ca3f238323ed2,127988,424195
5c1644ff85e15752f9f8721bc142bfbf975e7805,519467,2694879
5c2e1f96a7ff562d4a778f4ca9ffc9c81557197e,512853,2668119
5c4595267ccd3daf78f5fd05693b7ecbcd575c1e,327154,1086860
5c73fbb6a93ee214678f02ba4027f18dff49337b,388948,1165394
5ca694b38d861c0e24cd8743753427dda839b90b,334053,1115967
5cc2c63f902412cdd9a8ebbabbd953aa8e2180c0,367841,1122493
5cf3dce36ec35c429724bf1312ece9faa0c8db39,114252,356494
5cf88db24491112d2b8672f75df22f65a140d167,246856,904774
5d36a8266c7d5d1994d7a7eeb4016f80d9cb0401,461147,1262429
5d654e1e7104d2ce86ec1b9fe52865a7dca4b4be,366006,1118053
5d674eac871a306405b0fbbaeb17bbeba9c68bf3,364111,1113705
5d8d6275a54f2c5fb72b82383b5712c22d337634,148603,503097
5d9b065d3f93de056588dfee6f1776294dd8bab2,385141,1156602
5d9cf79baf07fc4aed7ad1b06990532a65378155,361272,1106677
5db40465955a30acd601d0c3d7ceaebe34d28d11,114653,374922
5df3301aab9e1d1c386799263bef5cf013985c83,354009,1086857
5e04e84d67da8163f365e9f5fcd169e2630e2873,390004,1168298
5e17a90c19f7eecfa10c1ab872648ae7e2131323,592820,2895279
5e1928b325bc798f5be1ab94031bf6816d058d9f,69731,191379
5e26bf902621933bc8c7f3ce21c2085ee32651d3,224769,828546
5e3ed748e2a59e5d72f82d85f871a8a61900ca75,415220,1509427
5e4b2757d61563889672e395d9e92d9372d357f6,251929,924945
5e5764ed27a8ee1a162a09e3398fcfb7481389af,294557,1126899
5e6da19f0e44a0ae83944fb6ce18f18f781e1a6e,146836,497455
5e7f1ab4bf58e473e5d7f878eb2b499d7deabd29,67117,179718
5e8c140da6f61338c8eeb04c6fe2335ffbacd78e,332920,1110571
5eb6a2b33d70b9889e1cafa12594ad6f80773d3a,458206,1255515
5ebbc30afbaa1a3c1e04fc86c3525edf9f579640,73972,203342
5ec2bd279729ff534719b8bf238dbbca907b93c5,332290,1108381
5ee2ecd575818f578961bec7d12aa626d4e78ed5,680743,2642736
5f35c254434bfda69ecf2b6879590ec6b3478136,517225,2686608
5f53d997187e883f7fd7b6e0378e900e2384bbf1,324658,1078483
5f74eacbcc7fff707a44d8eb58adaa514cb7dcb5,418169,1515274
5f7a3a74aab1625c2bb65f643197ee885e3da576,19202,69909
5fb51fb1467dc5eea7505402c3c5d9b378d3b441,124710,407287
5fbc0e07a92f192acfa6bc4b09c3732476eeefc6,364761,1108490
